[2020-08-14T07:48:16.845852-03:00] desafio-finnet.INFO: Request Log / [] []
[2020-08-14T07:52:26.385256-03:00] desafio-finnet.INFO: Request Log / [] []
[2020-08-14T15:20:20.300665+02:00] desafio-finnet.INFO: Company Created! {"id":null,"name":"Finnet","password":"1234"} []
[2020-08-14T16:29:56.451643+02:00] desafio-finnet.INFO: Company Created! {"id":null,"name":"Finnet","password":"1234"} []
[2020-08-14T16:30:09.035443+02:00] desafio-finnet.INFO: Company Created! {"id":null,"name":"finnet","password":"1234"} []
[2020-08-15T10:36:33.426995-03:00] desafio-finnet.INFO: Import CSV Success! [] []
[2020-08-15T10:38:37.293091-03:00] desafio-finnet.INFO: Import CSV Success! [] []
[2020-08-15T10:39:02.141353-03:00] desafio-finnet.INFO: Import CSV Success! [] []
[2020-08-15T10:41:41.944911-03:00] desafio-finnet.INFO: Import CSV Success! [] []
[2020-08-15T10:41:58.252115-03:00] desafio-finnet.INFO: Import CSV Success! [] []
[2020-08-15T10:42:04.813928-03:00] desafio-finnet.INFO: Import CSV Success! [] []
[2020-08-15T10:42:11.090862-03:00] desafio-finnet.INFO: Import CSV Success! [] []
[2020-08-15T10:42:17.081066-03:00] desafio-finnet.INFO: Import CSV Success! [] []
[2020-08-15T10:42:37.444414-03:00] desafio-finnet.INFO: Import CSV Success! [] []
[2020-08-15T10:45:15.743858-03:00] desafio-finnet.INFO: Import CSV Success! [] []
[2020-08-15T10:46:58.547835-03:00] desafio-finnet.INFO: Import CSV Success! [] []
[2020-08-15T10:48:06.663649-03:00] desafio-finnet.INFO: Import CSV Success! [] []
[2020-08-15T11:32:57.643353-03:00] desafio-finnet.INFO: Company Created! {"id":null,"name":"finnet","password":"1234"} []
[2020-08-15T11:35:03.999989-03:00] desafio-finnet.INFO: Company Created! {"id":null,"name":"finnet","password":"1234"} []
[2020-08-15T11:35:47.333597-03:00] desafio-finnet.INFO: Company Created! {"id":null,"name":"finnet","password":"1234"} []
[2020-08-15T14:23:06.137872-03:00] desafio-finnet.INFO: Invoice Created! {"id":318,"client_id":{"App\\Models\\Entity\\Client":{"id":106,"cpf_cnpj":"87204217169","name":"Gertruda","email":"grandles51@studiopress.com"}},"date_due":"21/09/2020","total":"177.01"} []
[2020-08-15T14:23:06.226533-03:00] desafio-finnet.INFO: Invoice Created! {"id":319,"client_id":{"App\\Models\\Entity\\Client":{"id":68,"cpf_cnpj":"96981936796","name":"Josselyn","email":"jwallas2e@washington.edu"}},"date_due":"07/01/2021","total":"532.39"} []
[2020-08-15T14:23:06.315028-03:00] desafio-finnet.INFO: Invoice Created! {"id":320,"client_id":{"App\\Models\\Entity\\Client":{"id":98,"cpf_cnpj":"45586913331","name":"Clemmy","email":"cskeldon43@intel.com"}},"date_due":"28/10/2020","total":"291.06"} []
[2020-08-15T14:23:06.407313-03:00] desafio-finnet.INFO: Invoice Created! {"id":321,"client_id":{"App\\Models\\Entity\\Client":{"id":108,"cpf_cnpj":"40744791287","name":"Cynthea","email":"chansford54@sbwire.com"}},"date_due":"22/12/2020","total":"761.78"} []
[2020-08-15T14:23:06.496467-03:00] desafio-finnet.INFO: Invoice Created! {"id":322,"client_id":{"App\\Models\\Entity\\Client":{"id":35,"cpf_cnpj":"41520396660","name":"Laurel","email":"lcarden12@people.com.cn"}},"date_due":"20/10/2020","total":"513.42"} []
[2020-08-15T14:23:06.569649-03:00] desafio-finnet.INFO: Invoice Created! {"id":323,"client_id":{"App\\Models\\Entity\\Client":{"id":12,"cpf_cnpj":"16468155153","name":"Kip","email":"kchillistonec@ca.gov"}},"date_due":"14/11/2020","total":"713.82"} []
[2020-08-15T14:23:06.650920-03:00] desafio-finnet.INFO: Invoice Created! {"id":324,"client_id":{"App\\Models\\Entity\\Client":{"id":103,"cpf_cnpj":"35390826066","name":"Benetta","email":"bgobeau4k@fastcompany.com"}},"date_due":"08/09/2020","total":"778.08"} []
[2020-08-15T14:23:06.724616-03:00] desafio-finnet.INFO: Invoice Created! {"id":325,"client_id":{"App\\Models\\Entity\\Client":{"id":106,"cpf_cnpj":"87204217169","name":"Gertruda","email":"grandles51@studiopress.com"}},"date_due":"15/01/2021","total":"411.01"} []
[2020-08-15T14:23:06.801997-03:00] desafio-finnet.INFO: Invoice Created! {"id":326,"client_id":{"App\\Models\\Entity\\Client":{"id":40,"cpf_cnpj":"92957346391","name":"Gerard","email":"gmarris17@usgs.gov"}},"date_due":"07/10/2020","total":"748.66"} []
[2020-08-15T14:23:06.879552-03:00] desafio-finnet.INFO: Invoice Created! {"id":327,"client_id":{"App\\Models\\Entity\\Client":{"id":130,"cpf_cnpj":"37371813347","name":"Yale","email":"ydeveral92@youtube.com"}},"date_due":"28/01/2021","total":"914.37"} []
[2020-08-15T14:23:06.957071-03:00] desafio-finnet.INFO: Invoice Created! {"id":328,"client_id":{"App\\Models\\Entity\\Client":{"id":3,"cpf_cnpj":"71234212800","name":"Ermina","email":"ebarstowk2@noaa.gov"}},"date_due":"05/09/2020","total":"488.38"} []
[2020-08-15T14:23:07.063781-03:00] desafio-finnet.INFO: Invoice Created! {"id":329,"client_id":{"App\\Models\\Entity\\Client":{"id":64,"cpf_cnpj":"69363564158","name":"Fanchon","email":"fbautiste26@multiply.com"}},"date_due":"26/11/2020","total":"616.74"} []
[2020-08-15T14:23:07.145661-03:00] desafio-finnet.INFO: Invoice Created! {"id":330,"client_id":{"App\\Models\\Entity\\Client":{"id":53,"cpf_cnpj":"04525703456","name":"Troy","email":"ttidbury1q@imgur.com"}},"date_due":"28/09/2020","total":"525.14"} []
[2020-08-15T14:23:07.222744-03:00] desafio-finnet.INFO: Invoice Created! {"id":331,"client_id":{"App\\Models\\Entity\\Client":{"id":120,"cpf_cnpj":"56668785741","name":"Karry","email":"kharrington6y@infoseek.co.jp"}},"date_due":"19/09/2020","total":"862.27"} []
[2020-08-15T14:23:07.300251-03:00] desafio-finnet.INFO: Invoice Created! {"id":332,"client_id":{"App\\Models\\Entity\\Client":{"id":47,"cpf_cnpj":"58974893226","name":"Carole","email":"cscoates1j@theguardian.com"}},"date_due":"30/01/2021","total":"460.4"} []
[2020-08-15T14:23:07.392870-03:00] desafio-finnet.INFO: Invoice Created! {"id":333,"client_id":{"App\\Models\\Entity\\Client":{"id":29,"cpf_cnpj":"49927585888","name":"Helena","email":"hsnufflebottomu@mit.edu"}},"date_due":"30/09/2020","total":"163.06"} []
[2020-08-15T14:23:07.466291-03:00] desafio-finnet.INFO: Invoice Created! {"id":334,"client_id":{"App\\Models\\Entity\\Client":{"id":98,"cpf_cnpj":"45586913331","name":"Clemmy","email":"cskeldon43@intel.com"}},"date_due":"26/10/2020","total":"321.42"} []
[2020-08-15T14:23:07.554886-03:00] desafio-finnet.INFO: Invoice Created! {"id":335,"client_id":{"App\\Models\\Entity\\Client":{"id":127,"cpf_cnpj":"33865088729","name":"Nicky","email":"nbaudain7p@usgs.gov"}},"date_due":"24/11/2020","total":"247.86"} []
[2020-08-15T14:23:07.643355-03:00] desafio-finnet.INFO: Invoice Created! {"id":336,"client_id":{"App\\Models\\Entity\\Client":{"id":20,"cpf_cnpj":"81117263012","name":"Beatrix","email":"broubertk@opensource.org"}},"date_due":"01/09/2020","total":"772.96"} []
[2020-08-15T14:23:07.732006-03:00] desafio-finnet.INFO: Invoice Created! {"id":337,"client_id":{"App\\Models\\Entity\\Client":{"id":78,"cpf_cnpj":"05979381050","name":"Devi","email":"dkenneway2z@pen.io"}},"date_due":"19/01/2021","total":"353.0"} []
[2020-08-15T14:23:07.820518-03:00] desafio-finnet.INFO: Invoice Created! {"id":338,"client_id":{"App\\Models\\Entity\\Client":{"id":131,"cpf_cnpj":"21447782538","name":"Perrine","email":"pholbie9d@spiegel.de"}},"date_due":"03/01/2021","total":"263.96"} []
[2020-08-15T14:23:07.898094-03:00] desafio-finnet.INFO: Invoice Created! {"id":339,"client_id":{"App\\Models\\Entity\\Client":{"id":18,"cpf_cnpj":"99090883883","name":"Ashely","email":"agrishinovi@dailymotion.com"}},"date_due":"23/09/2020","total":"70.21"} []
[2020-08-15T14:23:07.986469-03:00] desafio-finnet.INFO: Invoice Created! {"id":340,"client_id":{"App\\Models\\Entity\\Client":{"id":121,"cpf_cnpj":"03546410936","name":"Rycca","email":"rmcilwain78@discuz.net"}},"date_due":"12/10/2020","total":"842.24"} []
[2020-08-15T14:23:08.064192-03:00] desafio-finnet.INFO: Invoice Created! {"id":341,"client_id":{"App\\Models\\Entity\\Client":{"id":37,"cpf_cnpj":"79952317665","name":"Tiphany","email":"tgentreau14@spotify.com"}},"date_due":"31/01/2021","total":"311.57"} []
[2020-08-15T14:23:08.152634-03:00] desafio-finnet.INFO: Invoice Created! {"id":342,"client_id":{"App\\Models\\Entity\\Client":{"id":91,"cpf_cnpj":"47911418342","name":"Lane","email":"lchadwick3g@yolasite.com"}},"date_due":"02/10/2020","total":"553.66"} []
[2020-08-15T14:23:08.255991-03:00] desafio-finnet.INFO: Invoice Created! {"id":343,"client_id":{"App\\Models\\Entity\\Client":{"id":132,"cpf_cnpj":"38549464568","name":"Dorothee","email":"dshave9i@miibeian.gov.cn"}},"date_due":"09/12/2020","total":"80.62"} []
[2020-08-15T14:23:08.344525-03:00] desafio-finnet.INFO: Invoice Created! {"id":344,"client_id":{"App\\Models\\Entity\\Client":{"id":81,"cpf_cnpj":"75436940720","name":"Ari","email":"abodimeade33@vistaprint.com"}},"date_due":"03/09/2020","total":"164.94"} []
[2020-08-15T14:23:08.433168-03:00] desafio-finnet.INFO: Invoice Created! {"id":345,"client_id":{"App\\Models\\Entity\\Client":{"id":29,"cpf_cnpj":"49927585888","name":"Helena","email":"hsnufflebottomu@mit.edu"}},"date_due":"23/09/2020","total":"469.82"} []
[2020-08-15T14:23:08.506844-03:00] desafio-finnet.INFO: Invoice Created! {"id":346,"client_id":{"App\\Models\\Entity\\Client":{"id":9,"cpf_cnpj":"28207606895","name":"Meredithe","email":"mchildes9@webeden.co.uk"}},"date_due":"04/11/2020","total":"278.62"} []
[2020-08-15T14:23:08.584349-03:00] desafio-finnet.INFO: Invoice Created! {"id":347,"client_id":{"App\\Models\\Entity\\Client":{"id":23,"cpf_cnpj":"08301349867","name":"Gill","email":"gdredgeo@a8.net"}},"date_due":"25/10/2020","total":"352.63"} []
[2020-08-15T14:23:08.661792-03:00] desafio-finnet.INFO: Invoice Created! {"id":348,"client_id":{"App\\Models\\Entity\\Client":{"id":45,"cpf_cnpj":"23391346075","name":"Ammamaria","email":"abissett1g@dagondesign.com"}},"date_due":"08/01/2021","total":"549.43"} []
[2020-08-15T14:23:08.739311-03:00] desafio-finnet.INFO: Invoice Created! {"id":349,"client_id":{"App\\Models\\Entity\\Client":{"id":89,"cpf_cnpj":"63398470892","name":"Shea","email":"smainson3e@jigsy.com"}},"date_due":"28/12/2020","total":"44.82"} []
[2020-08-15T14:23:08.894217-03:00] desafio-finnet.INFO: Invoice Created! {"id":350,"client_id":{"App\\Models\\Entity\\Client":{"id":46,"cpf_cnpj":"22810142140","name":"Jemmy","email":"jcroxon1i@woothemes.com"}},"date_due":"21/09/2020","total":"518.04"} []
[2020-08-15T14:23:08.982822-03:00] desafio-finnet.INFO: Invoice Created! {"id":351,"client_id":{"App\\Models\\Entity\\Client":{"id":32,"cpf_cnpj":"75162590347","name":"Wang","email":"wwaterfieldx@trellian.com"}},"date_due":"29/09/2020","total":"55.56"} []
[2020-08-15T14:23:09.108532-03:00] desafio-finnet.INFO: Invoice Created! {"id":352,"client_id":{"App\\Models\\Entity\\Client":{"id":38,"cpf_cnpj":"90103602688","name":"Luce","email":"lheeney15@1und1.de"}},"date_due":"03/02/2021","total":"111.8"} []
[2020-08-15T14:23:09.230839-03:00] desafio-finnet.INFO: Invoice Created! {"id":353,"client_id":{"App\\Models\\Entity\\Client":{"id":133,"cpf_cnpj":"34188128401","name":"Saree","email":"sspittal9s@hubpages.com"}},"date_due":"18/09/2020","total":"440.69"} []
[2020-08-15T14:23:09.318777-03:00] desafio-finnet.INFO: Invoice Created! {"id":354,"client_id":{"App\\Models\\Entity\\Client":{"id":48,"cpf_cnpj":"04343004096","name":"Zechariah","email":"zfaltin1k@dailymotion.com"}},"date_due":"02/09/2020","total":"604.01"} []
[2020-08-15T14:23:09.396667-03:00] desafio-finnet.INFO: Invoice Created! {"id":355,"client_id":{"App\\Models\\Entity\\Client":{"id":51,"cpf_cnpj":"51947841664","name":"Vlad","email":"vwilliamson1o@yahoo.co.jp"}},"date_due":"12/09/2020","total":"572.86"} []
[2020-08-15T14:23:09.481012-03:00] desafio-finnet.INFO: Invoice Created! {"id":356,"client_id":{"App\\Models\\Entity\\Client":{"id":128,"cpf_cnpj":"28763515420","name":"Grannie","email":"gsenyard7q@scribd.com"}},"date_due":"25/10/2020","total":"303.86"} []
[2020-08-15T14:23:09.591685-03:00] desafio-finnet.INFO: Invoice Created! {"id":357,"client_id":{"App\\Models\\Entity\\Client":{"id":65,"cpf_cnpj":"29204533104","name":"Wini","email":"wdechelette27@a8.net"}},"date_due":"18/11/2020","total":"852.7"} []
[2020-08-15T14:23:09.683981-03:00] desafio-finnet.INFO: Invoice Created! {"id":358,"client_id":{"App\\Models\\Entity\\Client":{"id":25,"cpf_cnpj":"77007058198","name":"Noach","email":"npoldingq@blogtalkradio.com"}},"date_due":"19/11/2020","total":"718.02"} []
[2020-08-15T14:23:09.780364-03:00] desafio-finnet.INFO: Invoice Created! {"id":359,"client_id":{"App\\Models\\Entity\\Client":{"id":134,"cpf_cnpj":"61065916831","name":"Bobbee","email":"bbrigman9y@fda.gov"}},"date_due":"15/12/2020","total":"854.12"} []
[2020-08-15T14:23:09.857657-03:00] desafio-finnet.INFO: Invoice Created! {"id":360,"client_id":{"App\\Models\\Entity\\Client":{"id":130,"cpf_cnpj":"37371813347","name":"Yale","email":"ydeveral92@youtube.com"}},"date_due":"02/09/2020","total":"839.75"} []
[2020-08-15T14:23:09.946500-03:00] desafio-finnet.INFO: Invoice Created! {"id":361,"client_id":{"App\\Models\\Entity\\Client":{"id":135,"cpf_cnpj":"99383548049","name":"Timothee","email":"tdolla0@imdb.com"}},"date_due":"06/09/2020","total":"371.26"} []
[2020-08-15T14:23:10.049376-03:00] desafio-finnet.INFO: Invoice Created! {"id":362,"client_id":{"App\\Models\\Entity\\Client":{"id":111,"cpf_cnpj":"50340936297","name":"Yolane","email":"yferran59@google.es"}},"date_due":"18/10/2020","total":"789.89"} []
[2020-08-15T14:23:10.126791-03:00] desafio-finnet.INFO: Invoice Created! {"id":363,"client_id":{"App\\Models\\Entity\\Client":{"id":39,"cpf_cnpj":"03100788103","name":"Sara-ann","email":"seim16@bandcamp.com"}},"date_due":"16/11/2020","total":"685.26"} []
[2020-08-15T14:23:10.215403-03:00] desafio-finnet.INFO: Invoice Created! {"id":364,"client_id":{"App\\Models\\Entity\\Client":{"id":76,"cpf_cnpj":"40225382386","name":"Willetta","email":"wabdie2u@scientificamerican.com"}},"date_due":"19/12/2020","total":"240.45"} []
[2020-08-15T14:23:10.292927-03:00] desafio-finnet.INFO: Invoice Created! {"id":365,"client_id":{"App\\Models\\Entity\\Client":{"id":108,"cpf_cnpj":"40744791287","name":"Cynthea","email":"chansford54@sbwire.com"}},"date_due":"15/10/2020","total":"131.18"} []
[2020-08-15T14:23:10.366571-03:00] desafio-finnet.INFO: Invoice Created! {"id":366,"client_id":{"App\\Models\\Entity\\Client":{"id":43,"cpf_cnpj":"14098924100","name":"Bancroft","email":"bvarvara1e@amazon.co.jp"}},"date_due":"05/09/2020","total":"168.36"} []
[2020-08-15T14:23:10.444064-03:00] desafio-finnet.INFO: Invoice Created! {"id":367,"client_id":{"App\\Models\\Entity\\Client":{"id":133,"cpf_cnpj":"34188128401","name":"Saree","email":"sspittal9s@hubpages.com"}},"date_due":"07/09/2020","total":"630.44"} []
[2020-08-15T14:23:10.532712-03:00] desafio-finnet.INFO: Invoice Created! {"id":368,"client_id":{"App\\Models\\Entity\\Client":{"id":7,"cpf_cnpj":"31629446823","name":"Brittne","email":"bbysouth7@sakura.ne.jp"}},"date_due":"07/10/2020","total":"763.41"} []
[2020-08-15T14:23:10.621254-03:00] desafio-finnet.INFO: Invoice Created! {"id":369,"client_id":{"App\\Models\\Entity\\Client":{"id":91,"cpf_cnpj":"47911418342","name":"Lane","email":"lchadwick3g@yolasite.com"}},"date_due":"10/10/2020","total":"265.59"} []
[2020-08-15T14:23:10.714016-03:00] desafio-finnet.INFO: Invoice Created! {"id":370,"client_id":{"App\\Models\\Entity\\Client":{"id":117,"cpf_cnpj":"09165132851","name":"Dre","email":"dszwandt5w@qq.com"}},"date_due":"30/01/2021","total":"311.21"} []
[2020-08-15T14:23:10.802130-03:00] desafio-finnet.INFO: Invoice Created! {"id":371,"client_id":{"App\\Models\\Entity\\Client":{"id":65,"cpf_cnpj":"29204533104","name":"Wini","email":"wdechelette27@a8.net"}},"date_due":"05/01/2021","total":"982.78"} []
[2020-08-15T14:23:10.880112-03:00] desafio-finnet.INFO: Invoice Created! {"id":372,"client_id":{"App\\Models\\Entity\\Client":{"id":98,"cpf_cnpj":"45586913331","name":"Clemmy","email":"cskeldon43@intel.com"}},"date_due":"09/11/2020","total":"645.72"} []
[2020-08-15T14:23:10.957083-03:00] desafio-finnet.INFO: Invoice Created! {"id":373,"client_id":{"App\\Models\\Entity\\Client":{"id":89,"cpf_cnpj":"63398470892","name":"Shea","email":"smainson3e@jigsy.com"}},"date_due":"20/09/2020","total":"209.91"} []
[2020-08-15T14:23:11.034647-03:00] desafio-finnet.INFO: Invoice Created! {"id":374,"client_id":{"App\\Models\\Entity\\Client":{"id":33,"cpf_cnpj":"66788070614","name":"Lelah","email":"lrevelandz@constantcontact.com"}},"date_due":"26/09/2020","total":"914.89"} []
[2020-08-15T14:23:11.123148-03:00] desafio-finnet.INFO: Invoice Created! {"id":375,"client_id":{"App\\Models\\Entity\\Client":{"id":71,"cpf_cnpj":"03213229264","name":"Lusa","email":"lfolkes2m@comsenz.com"}},"date_due":"06/12/2020","total":"264.93"} []
[2020-08-15T14:23:11.196856-03:00] desafio-finnet.INFO: Invoice Created! {"id":376,"client_id":{"App\\Models\\Entity\\Client":{"id":136,"cpf_cnpj":"03952130982","name":"Milty","email":"mgreeneraf@github.io"}},"date_due":"22/10/2020","total":"420.68"} []
[2020-08-15T14:23:11.274844-03:00] desafio-finnet.INFO: Invoice Created! {"id":377,"client_id":{"App\\Models\\Entity\\Client":{"id":137,"cpf_cnpj":"91829161292","name":"Shaylynn","email":"sjaunceyag@gravatar.com"}},"date_due":"05/09/2020","total":"799.33"} []
[2020-08-15T14:23:11.363421-03:00] desafio-finnet.INFO: Invoice Created! {"id":378,"client_id":{"App\\Models\\Entity\\Client":{"id":97,"cpf_cnpj":"11611547016","name":"Stesha","email":"sroast42@joomla.org"}},"date_due":"22/12/2020","total":"614.69"} []
[2020-08-15T14:23:11.440386-03:00] desafio-finnet.INFO: Invoice Created! {"id":379,"client_id":{"App\\Models\\Entity\\Client":{"id":78,"cpf_cnpj":"05979381050","name":"Devi","email":"dkenneway2z@pen.io"}},"date_due":"22/11/2020","total":"984.59"} []
[2020-08-15T14:23:11.529519-03:00] desafio-finnet.INFO: Invoice Created! {"id":380,"client_id":{"App\\Models\\Entity\\Client":{"id":33,"cpf_cnpj":"66788070614","name":"Lelah","email":"lrevelandz@constantcontact.com"}},"date_due":"25/01/2021","total":"227.82"} []
[2020-08-15T14:23:11.606433-03:00] desafio-finnet.INFO: Invoice Created! {"id":381,"client_id":{"App\\Models\\Entity\\Client":{"id":104,"cpf_cnpj":"34582159241","name":"Walsh","email":"welderbrant4x@washington.edu"}},"date_due":"08/09/2020","total":"652.28"} []
[2020-08-15T14:23:11.695378-03:00] desafio-finnet.INFO: Invoice Created! {"id":382,"client_id":{"App\\Models\\Entity\\Client":{"id":115,"cpf_cnpj":"13729650589","name":"Rosemary","email":"runwin5n@independent.co.uk"}},"date_due":"07/11/2020","total":"847.78"} []
[2020-08-15T14:23:11.772458-03:00] desafio-finnet.INFO: Invoice Created! {"id":383,"client_id":{"App\\Models\\Entity\\Client":{"id":78,"cpf_cnpj":"05979381050","name":"Devi","email":"dkenneway2z@pen.io"}},"date_due":"09/10/2020","total":"157.88"} []
[2020-08-15T14:23:11.850062-03:00] desafio-finnet.INFO: Invoice Created! {"id":384,"client_id":{"App\\Models\\Entity\\Client":{"id":108,"cpf_cnpj":"40744791287","name":"Cynthea","email":"chansford54@sbwire.com"}},"date_due":"04/10/2020","total":"195.61"} []
[2020-08-15T14:23:11.927427-03:00] desafio-finnet.INFO: Invoice Created! {"id":385,"client_id":{"App\\Models\\Entity\\Client":{"id":82,"cpf_cnpj":"08784047080","name":"Rennie","email":"rstut34@fotki.com"}},"date_due":"02/11/2020","total":"497.97"} []
[2020-08-15T14:23:12.042177-03:00] desafio-finnet.INFO: Invoice Created! {"id":386,"client_id":{"App\\Models\\Entity\\Client":{"id":80,"cpf_cnpj":"98517932082","name":"Shirlene","email":"swinckle32@zimbio.com"}},"date_due":"23/09/2020","total":"149.14"} []
[2020-08-15T14:23:12.152647-03:00] desafio-finnet.INFO: Invoice Created! {"id":387,"client_id":{"App\\Models\\Entity\\Client":{"id":3,"cpf_cnpj":"71234212800","name":"Ermina","email":"ebarstowk2@noaa.gov"}},"date_due":"18/09/2020","total":"189.23"} []
[2020-08-15T14:23:12.270658-03:00] desafio-finnet.INFO: Invoice Created! {"id":388,"client_id":{"App\\Models\\Entity\\Client":{"id":28,"cpf_cnpj":"51160416168","name":"Gawain","email":"gbessettt@amazon.co.uk"}},"date_due":"11/09/2020","total":"459.14"} []
[2020-08-15T14:23:12.363434-03:00] desafio-finnet.INFO: Invoice Created! {"id":389,"client_id":{"App\\Models\\Entity\\Client":{"id":89,"cpf_cnpj":"63398470892","name":"Shea","email":"smainson3e@jigsy.com"}},"date_due":"23/10/2020","total":"716.36"} []
[2020-08-15T14:23:12.459137-03:00] desafio-finnet.INFO: Invoice Created! {"id":390,"client_id":{"App\\Models\\Entity\\Client":{"id":63,"cpf_cnpj":"15988034298","name":"Inness","email":"igonnet25@gnu.org"}},"date_due":"26/12/2020","total":"309.22"} []
[2020-08-15T14:23:12.573348-03:00] desafio-finnet.INFO: Invoice Created! {"id":391,"client_id":{"App\\Models\\Entity\\Client":{"id":70,"cpf_cnpj":"27088565228","name":"Monti","email":"mjohantges2l@seesaa.net"}},"date_due":"26/11/2020","total":"578.68"} []
[2020-08-15T14:23:12.669171-03:00] desafio-finnet.INFO: Invoice Created! {"id":392,"client_id":{"App\\Models\\Entity\\Client":{"id":55,"cpf_cnpj":"57497519761","name":"Derwin","email":"dkach1t@squarespace.com"}},"date_due":"26/11/2020","total":"882.46"} []
[2020-08-15T14:23:12.761472-03:00] desafio-finnet.INFO: Invoice Created! {"id":393,"client_id":{"App\\Models\\Entity\\Client":{"id":49,"cpf_cnpj":"64080344903","name":"Calhoun","email":"cfallowes1m@digg.com"}},"date_due":"09/01/2021","total":"357.96"} []
[2020-08-15T14:23:12.835226-03:00] desafio-finnet.INFO: Invoice Created! {"id":394,"client_id":{"App\\Models\\Entity\\Client":{"id":133,"cpf_cnpj":"34188128401","name":"Saree","email":"sspittal9s@hubpages.com"}},"date_due":"13/11/2020","total":"335.04"} []
[2020-08-15T14:23:12.913245-03:00] desafio-finnet.INFO: Invoice Created! {"id":395,"client_id":{"App\\Models\\Entity\\Client":{"id":9,"cpf_cnpj":"28207606895","name":"Meredithe","email":"mchildes9@webeden.co.uk"}},"date_due":"06/01/2021","total":"963.46"} []
[2020-08-15T14:23:12.990161-03:00] desafio-finnet.INFO: Invoice Created! {"id":396,"client_id":{"App\\Models\\Entity\\Client":{"id":132,"cpf_cnpj":"38549464568","name":"Dorothee","email":"dshave9i@miibeian.gov.cn"}},"date_due":"09/11/2020","total":"64.49"} []
[2020-08-15T14:23:13.078767-03:00] desafio-finnet.INFO: Invoice Created! {"id":397,"client_id":{"App\\Models\\Entity\\Client":{"id":113,"cpf_cnpj":"22060045129","name":"Jaimie","email":"jcasham5c@tmall.com"}},"date_due":"26/01/2021","total":"599.95"} []
[2020-08-15T14:23:13.156270-03:00] desafio-finnet.INFO: Invoice Created! {"id":398,"client_id":{"App\\Models\\Entity\\Client":{"id":129,"cpf_cnpj":"34236256242","name":"Wenona","email":"wdennerly8e@geocities.com"}},"date_due":"20/01/2021","total":"820.31"} []
[2020-08-15T14:23:13.244780-03:00] desafio-finnet.INFO: Invoice Created! {"id":399,"client_id":{"App\\Models\\Entity\\Client":{"id":106,"cpf_cnpj":"87204217169","name":"Gertruda","email":"grandles51@studiopress.com"}},"date_due":"20/10/2020","total":"806.99"} []
[2020-08-15T14:23:13.344391-03:00] desafio-finnet.INFO: Invoice Created! {"id":400,"client_id":{"App\\Models\\Entity\\Client":{"id":58,"cpf_cnpj":"89508360700","name":"Zulema","email":"zbyng1z@bbb.org"}},"date_due":"03/01/2021","total":"168.79"} []
[2020-08-15T14:23:13.421887-03:00] desafio-finnet.INFO: Invoice Created! {"id":401,"client_id":{"App\\Models\\Entity\\Client":{"id":110,"cpf_cnpj":"55984741388","name":"Jens","email":"jfantone58@squarespace.com"}},"date_due":"14/01/2021","total":"129.54"} []
[2020-08-15T14:23:13.499380-03:00] desafio-finnet.INFO: Invoice Created! {"id":402,"client_id":{"App\\Models\\Entity\\Client":{"id":96,"cpf_cnpj":"62925566993","name":"Tresa","email":"tkyd3w@multiply.com"}},"date_due":"07/11/2020","total":"893.46"} []
[2020-08-15T14:23:13.591733-03:00] desafio-finnet.INFO: Invoice Created! {"id":403,"client_id":{"App\\Models\\Entity\\Client":{"id":13,"cpf_cnpj":"02249216749","name":"Dame","email":"ddodmand@nytimes.com"}},"date_due":"14/12/2020","total":"606.93"} []
[2020-08-15T14:23:13.665437-03:00] desafio-finnet.INFO: Invoice Created! {"id":404,"client_id":{"App\\Models\\Entity\\Client":{"id":24,"cpf_cnpj":"66272099467","name":"Lenka","email":"lsorop@symantec.com"}},"date_due":"21/10/2020","total":"676.37"} []
[2020-08-15T14:23:13.742911-03:00] desafio-finnet.INFO: Invoice Created! {"id":405,"client_id":{"App\\Models\\Entity\\Client":{"id":17,"cpf_cnpj":"74842246918","name":"Trude","email":"treachh@amazon.com"}},"date_due":"09/10/2020","total":"852.25"} []
[2020-08-15T14:23:13.820537-03:00] desafio-finnet.INFO: Invoice Created! {"id":406,"client_id":{"App\\Models\\Entity\\Client":{"id":8,"cpf_cnpj":"86948936909","name":"Dov","email":"desslemont8@joomla.org"}},"date_due":"12/01/2021","total":"49.4"} []
[2020-08-15T14:23:13.931197-03:00] desafio-finnet.INFO: Invoice Created! {"id":407,"client_id":{"App\\Models\\Entity\\Client":{"id":120,"cpf_cnpj":"56668785741","name":"Karry","email":"kharrington6y@infoseek.co.jp"}},"date_due":"13/01/2021","total":"152.01"} []
[2020-08-15T14:23:14.008880-03:00] desafio-finnet.INFO: Invoice Created! {"id":408,"client_id":{"App\\Models\\Entity\\Client":{"id":114,"cpf_cnpj":"16565690416","name":"Petra","email":"pgerrie5g@php.net"}},"date_due":"03/12/2020","total":"59.86"} []
[2020-08-15T14:23:14.097177-03:00] desafio-finnet.INFO: Invoice Created! {"id":409,"client_id":{"App\\Models\\Entity\\Client":{"id":137,"cpf_cnpj":"91829161292","name":"Shaylynn","email":"sjaunceyag@gravatar.com"}},"date_due":"23/10/2020","total":"859.78"} []
[2020-08-15T14:23:14.185715-03:00] desafio-finnet.INFO: Invoice Created! {"id":410,"client_id":{"App\\Models\\Entity\\Client":{"id":130,"cpf_cnpj":"37371813347","name":"Yale","email":"ydeveral92@youtube.com"}},"date_due":"04/11/2020","total":"855.92"} []
